Scaled Voxel Centers:
 [ 1.36123891e+02  7.61744875e+01  1.87921684e+01]
 [ 1.36187863e+02  7.93582996e+01  1.89898546e+01]
 [ 1.36308987e+02  8.26446250e+01  1.92055122e+01]
 [ 1.36187879e+02  8.58529925e+01  1.93972079e+01]
 [ 1.35912409e+02  8.90275836e+01  1.95769226e+01]
 [ 1.36101310e+02  9.25819934e+01  1.98345137e+01]
 [ 1.36531559e+02  9.63991085e+01  2.01400287e+01]
 [ 1.37109647e+02  1.00435219e+02  2.04814867e+01]
 [ 1.34816620e+02  1.02415467e+02  2.04036103e+01]
 [ 1.29801773e+02  1.02224607e+02  1.99123901e+01]
 [ 1.25528744e+02  1.02456863e+02  1.95289987e+01]
 [ 1.22008931e+02  1.03181899e+02  1.92594266e+01]
 [ 1.17792226e+02  1.03193823e+02  1.88760352e+01]
 [ 1.13944230e+02  1.03391587e+02  1.85465583e+01]
 [ 1.10705236e+02  1.04031877e+02  1.83129291e+01]
 [ 1.10897778e+02  1.07918280e+02  1.86543871e+01]
 [ 1.10917402e+02  1.11771933e+02  1.89838641e+01]
 [ 1.11213512e+02  1.16053161e+02  1.93792364e+01]
 [ 1.11899048e+02  1.20925036e+02  1.98644662e+01]
 [ 1.10229291e+02  1.23372948e+02  1.99483330e+01]
 [ 1.03056461e+02  1.19479339e+02  1.90257975e+01]
 [ 9.95513722e+01  1.19575024e+02  1.87622159e+01]
 [ 9.62614265e+01  1.19817956e+02  1.85345773e+01]
 [ 9.32675388e+01  1.20336583e+02  1.83608531e+01]
 [ 8.98687489e+01  1.20230848e+02  1.81032620e+01]
 [ 3.30090515e+00 -1.40523998e+01 -3.89626759e+01]
 [ 1.91723766e+00 -1.49622740e+01 -3.89436512e+01]
 [ 5.75839129e-01 -1.59342989e+01 -3.89056017e+01]
 [-6.94758333e-01 -1.70050231e+01 -3.88295027e+01]
 [-2.10449374e+00 -1.78694368e+01 -3.88675522e+01]
 [-3.39041935e+00 -1.89082556e+01 -3.88295027e+01]
 [-4.71286285e+00 -1.98947720e+01 -3.88295027e+01]
 [-5.98910989e+00 -2.09404426e+01 -3.88104780e+01]
 [-7.24622874e+00 -2.20076584e+01 -3.87914532e+01]
 [-8.51384663e+00 -2.30608145e+01 -3.87914532e+01]
 [-2.63391695e+00 -3.22297109e+01 -3.43586879e+01]
 [ 1.61175839e+00 -3.90491717e+01 -3.11054566e+01]
 [-4.71750863e-01 -3.87677559e+01 -3.17713227e+01]
 [-2.48317727e+00 -3.86414734e+01 -3.23801145e+01]
 [-5.00914909e+00 -3.80805457e+01 -3.32742774e+01]
 [-1.99383167e+01 -2.58028367e+01 -4.11885710e+01]
 [-1.98770156e+01 -2.82365583e+01 -4.04846555e+01]
 [-1.98222452e+01 -3.05852007e+01 -3.98187894e+01]
 [-1.95320009e+01 -3.30620504e+01 -3.90577997e+01]
 [-1.92845662e+01 -3.54202046e+01 -3.83538841e+01]
 [-1.94111405e+01 -3.74036273e+01 -3.78782655e+01]
 [-1.93804351e+01 -3.94579286e+01 -3.73455727e+01]
 [-1.93000827e+01 -4.14933817e+01 -3.68128799e+01]
 [-1.95095710e+01 -4.32660504e+01 -3.64514097e+01]
 [-1.96410298e+01 -4.50558908e+01 -3.60709148e+01]
 [-1.95006348e+01 -4.69883324e+01 -3.55762715e+01]
 [-1.93149264e+01 -4.89004849e+01 -3.50816281e+01]
 [-1.97945477e+01 -5.03539915e+01 -3.49294302e+01]
 [-1.94879237e+01 -5.22586561e+01 -3.44157621e+01]
 [-1.94994487e+01 -5.39326676e+01 -3.40733167e+01]
 [ 1.86665609e+01 -4.57957856e+00 -3.01880111e+01]
 [ 1.67387254e+01 -4.29676113e+00 -3.04864590e+01]
 [ 1.50108134e+01 -4.58260545e+00 -3.06058382e+01]
 [ 1.33966630e+01 -5.16353853e+00 -3.06356830e+01]
 [ 1.19900930e+01 -6.20718307e+00 -3.05163038e+01]
 [ 9.82426773e+00 -5.63642375e+00 -3.09639758e+01]
 [ 7.98967346e+00 -5.84005304e+00 -3.11579669e+01]
 [ 4.64471976e-01  4.79216513e+00 -3.51870144e+01]
 [ 3.72381716e-01  8.51280840e-01 -3.41126017e+01]
 [ 2.36719858e-01 -2.77093117e+00 -3.31426459e+01]
 [-1.53884002e+00 -3.40911854e+00 -3.32471027e+01]
 [-3.70836386e+00 -3.43048787e+00 -3.35903178e+01]
 [-5.91920084e+00 -3.45955671e+00 -3.39484554e+01]
 [-8.30458789e+00 -3.29938728e+00 -3.43961273e+01]
 [-1.05504183e+01 -3.43055475e+00 -3.47542648e+01]
 [-1.31715321e+01 -3.10755515e+00 -3.53063936e+01]
 [-1.57659079e+01 -2.92501799e+00 -3.58286775e+01]
 [-1.86487655e+01 -2.46473072e+00 -3.64852630e+01]
 [-2.09720223e+01 -2.82365943e+00 -3.68434006e+01]
 [-1.98626623e+01 -7.39339561e+00 -3.55153071e+01]
 [-1.96427614e+01 -1.06988951e+01 -3.46796529e+01]
 [-1.95835821e+01 -1.36837449e+01 -3.39633778e+01]
 [-1.96364793e+01 -1.64294097e+01 -3.33366370e+01]
 [-1.95168270e+01 -1.92554713e+01 -3.26651291e+01]
 [-1.96562853e+01 -2.17128929e+01 -3.21428452e+01]
 [-1.94930433e+01 -2.43856700e+01 -3.15161045e+01]
 [-1.95365174e+01 -2.67674748e+01 -3.10087430e+01]
 [-1.95189572e+01 -2.91289537e+01 -3.05013814e+01]
 [-1.92618257e+01 -3.16266621e+01 -2.99194079e+01]
 [-1.95584827e+01 -3.35686459e+01 -2.95911152e+01]
 [ 6.43271981e+00  5.33134494e+01 -3.42760358e+01]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 1.13290917e+01  2.29074947e+01 -2.75630618e+01]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 1.67943430e+01 -3.12080547e+00 -2.17552079e+01]
 [ 1.47290747e+01 -2.62904168e+00 -2.20245889e+01]
 [ 1.30223605e+01 -3.07843534e+00 -2.20784651e+01]
 [ 1.09780153e+01 -2.80265401e+00 -2.23155203e+01]
 [ 9.14181728e+00 -3.05594021e+00 -2.24340480e+01]
 [ 7.06367599e+00 -2.86369975e+00 -2.26711032e+01]
 [ 5.05537497e+00 -2.88966072e+00 -2.28650575e+01]
 [ 3.15008908e+00 -3.17268658e+00 -2.30051356e+01]
 [ 1.19246611e+00 -3.40899235e+00 -2.31667642e+01]
 [-8.70497767e-01 -3.51703134e+00 -2.33714938e+01]
 [-3.19916595e+00 -3.25197563e+00 -2.36839757e+01]
 [-5.31807887e+00 -3.41199643e+00 -2.38994805e+01]
 [-7.52875486e+00 -3.49563933e+00 -2.41473110e+01]
 [-1.02223477e+01 -2.94280456e+00 -2.45783205e+01]
 [-1.23599547e+01 -3.29337221e+00 -2.47830501e+01]
 [-1.51121451e+01 -2.86399392e+00 -2.52140597e+01]
 [-1.76913937e+01 -2.77492970e+00 -2.55696426e+01]
 [-2.07789954e+01 -2.13473524e+00 -2.60976293e+01]
 [-2.03481351e+01 -5.92091795e+00 -2.53864635e+01]
 [-2.02189267e+01 -9.17881919e+00 -2.48153758e+01]
 [-2.03211942e+01 -1.20375589e+01 -2.43520405e+01]
 [-2.00497941e+01 -1.51983803e+01 -2.37917281e+01]
 [-2.01600810e+01 -1.78262522e+01 -2.33822690e+01]
 [-2.02009195e+01 -2.04332539e+01 -2.29728099e+01]
 [-2.04164251e+01 -2.27772573e+01 -2.26387775e+01]
 [-2.03602475e+01 -2.53082318e+01 -2.22400936e+01]
 [-1.91415318e+01 -2.63995926e+01 -1.30301637e+01]
 [-1.93091335e+01 -2.86014131e+01 -1.28477414e+01]
 [-1.94589007e+01 -3.07548775e+01 -1.26718342e+01]
 [-1.98942073e+01 -3.26018045e+01 -1.25545627e+01]
 [-1.98669161e+01 -3.47928838e+01 -1.23656254e+01]
 [-2.00178124e+01 -3.67775301e+01 -1.22157785e+01]
 [-1.99644881e+01 -3.88703054e+01 -1.20398713e+01]
 [-2.00593889e+01 -4.07949185e+01 -1.18965395e+01]
 [-2.01496215e+01 -4.26765758e+01 -1.17597228e+01]
 [-1.98698543e+01 -4.47707952e+01 -1.15707854e+01]
 [-2.03654462e+01 -4.62881362e+01 -1.15121497e+01]
 [-2.04540855e+01 -4.80487839e+01 -1.13948782e+01]
 [-2.05035656e+01 -4.97975426e+01 -1.12776067e+01]
 [-2.04289440e+01 -5.15843025e+01 -1.11473051e+01]
 [-2.03143224e+01 -5.33545516e+01 -1.10170034e+01]
 [-2.06829383e+01 -5.48212116e+01 -1.09648828e+01]
 [-2.06268389e+01 -5.64957903e+01 -1.08541264e+01]
 [-2.05346880e+01 -5.81560683e+01 -1.07433700e+01]
 [-2.04964643e+01 -5.97582022e+01 -1.06456438e+01]
 [-2.03795412e+01 -6.13684680e+01 -1.05414025e+01]
 [-2.06380319e+01 -6.27840525e+01 -1.04957969e+01]
 [-2.07318582e+01 -6.42559034e+01 -1.04306461e+01]
 [-2.07504797e+01 -6.57395403e+01 -1.03589802e+01]
 [-2.07861357e+01 -6.71968342e+01 -1.02938293e+01]
 [-2.06997525e+01 -6.86799322e+01 -1.02156484e+01]
 [-2.07721896e+01 -7.00877225e+01 -1.01635277e+01]
 [-2.08178046e+01 -7.14899886e+01 -1.01114071e+01]
 [-2.08843911e+01 -7.28719275e+01 -1.00658015e+01]
 [-2.07816216e+01 -7.42894125e+01 -1.00006507e+01]
 [-2.06998268e+01 -7.56839135e+01 -9.94201492e+00]
 [-1.35484554e+01  1.12525268e+02 -1.02132117e+01]
 [-1.76014821e+01  1.12619231e+02 -1.02764442e+01]
 [-2.14590493e+01  1.12023637e+02 -1.03092314e+01]
 [-2.11341641e+01  1.00283781e+02 -9.78697818e+00]
 [-2.09945542e+01  9.00600846e+01 -9.33732520e+00]
 [-2.08483281e+01  8.06867742e+01 -8.92748524e+00]
 [-2.08793407e+01  7.24750451e+01 -8.57385190e+00]
 [-2.07297507e+01  6.44993651e+01 -8.22958634e+00]
 [-2.07359845e+01  5.74371121e+01 -7.92981769e+00]
 [-2.06080372e+01  5.06034724e+01 -7.63941680e+00]
 [-2.40269165e+01  5.09873631e+01 -7.72841062e+00]
 [-3.39923330e-01  1.73885381e+00 -5.16866735e+00]
 [-1.82424602e+01  2.92245756e+01 -6.70263976e+00]
 [-2.05325293e+01  2.81869992e+01 -6.71434947e+00]
 [-2.03127272e+01  2.30695389e+01 -6.50357463e+00]
 [-2.00178411e+01  1.81245272e+01 -6.29982563e+00]
 [-2.02662056e+01  1.42659630e+01 -6.15462519e+00]
 [-2.02029569e+01  1.01464625e+01 -5.99303114e+00]
 [-2.02225484e+01  6.34731273e+00 -5.84783070e+00]
 [-2.01916589e+01  2.66038961e+00 -5.70731415e+00]
 [-1.99933209e+01 -1.07293715e+00 -5.56211370e+00]
 [-1.99059138e+01 -4.49590608e+00 -5.43330686e+00]
 [-2.00088042e+01 -7.54056448e+00 -5.32557750e+00]
 [-1.99298558e+01 -1.06743635e+01 -5.21082231e+00]
 [-1.98636359e+01 -1.36662871e+01 -5.10309295e+00]
 [-2.00204870e+01 -1.62991710e+01 -5.01644108e+00]
 [-1.99003483e+01 -1.91291200e+01 -4.91573754e+00]
 [-1.99851707e+01 -2.16462673e+01 -4.83376955e+00]
 [-2.01117409e+01 -2.40381681e+01 -4.75882739e+00]
 [-1.98858669e+01 -2.66860205e+01 -4.66514968e+00]
 [-1.90235465e+01 -1.99333034e+01 -3.64212784e-01]
 [-1.91875126e+01 -2.00893678e+01 -3.64212784e-01]
 [-1.92469778e+01 -2.03539215e+01 -3.63685704e-01]
 [-1.91664381e+01 -2.07622561e+01 -3.62455849e-01]
 [-1.93285906e+01 -2.09186294e+01 -3.62455849e-01]
 [-1.91758006e+01 -2.13977073e+01 -3.60874606e-01]
 [-1.93715968e+01 -2.15183587e+01 -3.61050300e-01]
 [-1.94267590e+01 -2.17821699e+01 -3.60523219e-01]
 [-1.91995957e+01 -2.23305792e+01 -3.58590590e-01]
 [-1.94641201e+01 -2.23804870e+01 -3.59117671e-01]
 [-1.91985893e+01 -2.29627182e+01 -3.57009348e-01]
 [-1.91788148e+01 -2.32959438e+01 -3.56130880e-01]
 [-1.91579251e+01 -2.36287399e+01 -3.55252412e-01]
 [-1.91359262e+01 -2.39611073e+01 -3.54373944e-01]
 [-1.92197732e+01 -2.41876577e+01 -3.54022557e-01]
 [-1.94458937e+01 -2.42740431e+01 -3.54373944e-01]
 [-1.93497124e+01 -2.46758066e+01 -3.53144089e-01]
 [-1.93597728e+01 -2.49721419e+01 -3.52441315e-01]
 [-1.92250360e+01 -2.54074372e+01 -3.51035766e-01]
 [-1.95932428e+01 -2.53555134e+01 -3.52089928e-01]
 [-1.95647868e+01 -2.56860899e+01 -3.51211460e-01]
 [-1.93542909e+01 -2.61891027e+01 -3.49454524e-01]
 [-1.94683124e+01 -2.63803757e+01 -3.49278830e-01]
 [-1.94728199e+01 -2.66750750e+01 -3.48576056e-01]
 [-1.94399682e+01 -2.70038084e+01 -3.47697588e-01]
 [-1.93330446e+01 -2.74005973e+01 -3.46467733e-01]
 [-1.94075476e+01 -2.76256828e+01 -3.46116346e-01]
 [-1.95546895e+01 -2.77825686e+01 -3.46116346e-01]
 [-1.95179193e+01 -2.81098864e+01 -3.45237878e-01]
 [-1.96639976e+01 -2.82670070e+01 -3.45237878e-01]
 [-1.96622864e+01 -2.85598978e+01 -3.44535104e-01]
 [-1.95488323e+01 -2.89538118e+01 -3.43305249e-01]
 [-1.97300775e+01 -2.90772995e+01 -3.43480942e-01]
 [-1.97998734e+01 -2.93021231e+01 -3.43129555e-01]
 [-1.96089364e+01 -2.97617242e+01 -3.41548313e-01]
 [-1.94163348e+01 -3.02201805e+01 -3.39967071e-01]
 [-1.97070078e+01 -3.02435587e+01 -3.40669845e-01]
 [-1.92504122e+01 -3.09338556e+01 -3.37858748e-01]
 [-1.95401071e+01 -3.09575216e+01 -3.38561522e-01]
 [-1.97174769e+01 -3.10815487e+01 -3.38737216e-01]
 [-1.94811208e+01 -3.15696283e+01 -3.36980280e-01]
 [-1.93559720e+01 -3.19574597e+01 -3.35750425e-01]
 [-1.98332761e+01 -3.18182195e+01 -3.37331667e-01]
 [-1.94419092e+01 -3.24353167e+01 -3.34871957e-01]
 [-1.94648823e+01 -3.26904359e+01 -3.34344876e-01]
 [-1.93352722e+01 -3.30759259e+01 -3.33115021e-01]
 [-1.95845631e+01 -3.31349628e+01 -3.33642102e-01]
 [-1.96434585e+01 -3.33571699e+01 -3.33290715e-01]
 [-1.93582316e+01 -3.38708832e+01 -3.31358086e-01]
 [-1.93387606e+01 -3.41568855e+01 -3.30655311e-01]
 [-1.97014557e+01 -3.41202372e+01 -3.31709473e-01]
 [-1.92587223e+01 -3.47599073e+01 -3.29074069e-01]
 [-1.94287020e+01 -3.48843876e+01 -3.29249763e-01]
 [-1.97525514e+01 -3.48814144e+01 -3.30128231e-01]
 [-1.96137006e+01 -3.52622791e+01 -3.28898376e-01]
 [-1.94348717e+01 -3.56740613e+01 -3.27492827e-01]
 [-1.97580423e+01 -3.56723645e+01 -3.28371295e-01]
 [-1.96547984e+01 -3.60198311e+01 -3.27317133e-01]
 [-1.95115143e+01 -3.63981211e+01 -3.26087278e-01]
 [-1.96394618e+01 -3.65552080e+01 -3.26087278e-01]
 [-1.96890589e+01 -3.67753456e+01 -3.25735891e-01]
 [-1.96989689e+01 -3.70267264e+01 -3.25208810e-01]
 [-1.97864006e+01 -3.72154360e+01 -3.25033117e-01]
 [-1.98341428e+01 -3.74353813e+01 -3.24681730e-01]
 [-1.98027150e+01 -3.77173505e+01 -3.23978955e-01]
 [-1.96130224e+01 -3.81227493e+01 -3.22573407e-01]
 [-1.94219057e+01 -3.85270532e+01 -3.21167858e-01]
 [-1.99794682e+01 -3.83452647e+01 -3.23100487e-01]
 [-1.99845155e+01 -3.85954732e+01 -3.22573407e-01]
 [-1.98303599e+01 -3.89679001e+01 -3.21343552e-01]
 [-1.96352413e+01 -3.93699172e+01 -3.19938003e-01]
 [-1.97169437e+01 -3.95577145e+01 -3.19762310e-01]
 [-1.95592832e+01 -3.99277424e+01 -3.18532455e-01]
 [-1.96396293e+01 -4.01151955e+01 -3.18356761e-01]
 [-1.97594452e+01 -4.02725523e+01 -3.18356761e-01]
 [-1.93587633e+01 -4.08214325e+01 -3.16072744e-01]
 [-1.97976572e+01 -4.07380989e+01 -3.17478293e-01]
 [-1.95949634e+01 -4.11351776e+01 -3.16072744e-01]
 [-1.99538003e+01 -4.11134246e+01 -3.17126906e-01]
 [-1.98700624e+01 -4.14202000e+01 -3.16248438e-01]
 [-1.97046543e+01 -4.17856777e+01 -3.15018583e-01]
 [-2.00228339e+01 -4.17953124e+01 -3.15897051e-01]
 [-1.99771006e+01 -4.20714348e+01 -3.15194277e-01]
 [-1.99710385e+01 -4.23177086e+01 -3.14667196e-01]
 [-1.99642450e+01 -4.25637040e+01 -3.14140115e-01]
 [-1.98347418e+01 -4.28970806e+01 -3.13085954e-01]
 [-1.99891964e+01 -4.30257247e+01 -3.13261647e-01]
 [-2.02657978e+01 -4.30676673e+01 -3.13964422e-01]
 [-2.01340431e+01 -4.34000983e+01 -3.12910260e-01]
 [-1.99602671e+01 -4.37605723e+01 -3.11680405e-01]
 [-2.01540669e+01 -4.38610722e+01 -3.12031792e-01]
 [-2.03888099e+01 -4.39334818e+01 -3.12558873e-01]
 [-2.01714431e+01 -4.43212316e+01 -3.11153324e-01]
 [-2.03232228e+01 -4.44512285e+01 -3.11329018e-01]
 [-2.01449541e+01 -4.48089839e+01 -3.10099163e-01]
 [-2.00893426e+01 -4.50807437e+01 -3.09396389e-01]
 [-2.02396472e+01 -4.52108295e+01 -3.09572082e-01]
 [-2.01826593e+01 -4.54820703e+01 -3.08869308e-01]
 [-2.00004063e+01 -4.58369981e+01 -3.07639453e-01]
 [-2.03984609e+01 -4.57993561e+01 -3.08869308e-01]
 [-2.02978551e+01 -4.60977384e+01 -3.07990840e-01]
 [-2.02796066e+01 -4.63398716e+01 -3.07463759e-01]
 [-2.02189272e+01 -4.66093878e+01 -3.06760985e-01]
 [-1.98231784e+01 -4.70992448e+01 -3.04652662e-01]
 [-2.01787589e+01 -4.70919069e+01 -3.05706823e-01]
 [-2.04090120e+01 -4.71681525e+01 -3.06233904e-01]
 [-2.04714374e+01 -4.73544978e+01 -3.06058211e-01]
 [-2.02812771e+01 -4.77043269e+01 -3.04828356e-01]
 [-2.00899356e+01 -4.80531009e+01 -3.03598500e-01]
 [-2.03188041e+01 -4.81302524e+01 -3.04125581e-01]
 [-2.02522920e+01 -4.83969239e+01 -3.03422807e-01]
 [-2.02272204e+01 -4.86362136e+01 -3.02895726e-01]
 [-2.01168246e+01 -4.89287433e+01 -3.02017258e-01]
 [-2.00054912e+01 -4.92205628e+01 -3.01138790e-01]
 [-2.00205240e+01 -4.94318876e+01 -3.00787403e-01]
 [-2.01624483e+01 -4.95635465e+01 -3.00963097e-01]
 [-2.00063070e+01 -4.98804899e+01 -2.99908935e-01]
 [-2.01473655e+01 -5.00123020e+01 -3.00084629e-01]
 [-1.99468887e+01 -5.03543256e+01 -2.98854774e-01]
 [-2.02151865e+01 -5.04077920e+01 -2.99557548e-01]
 [-1.98847119e+01 -5.08267828e+01 -2.97800612e-01]
 [-2.02381057e+01 -5.08289712e+01 -2.98854774e-01]
 [-2.03344833e+01 -5.09876046e+01 -2.98854774e-01]
 [-2.01298823e+01 -5.13267733e+01 -2.97624919e-01]
 [-2.02251712e+01 -5.14851701e+01 -2.97624919e-01]
 [-2.04923518e+01 -5.15414790e+01 -2.98327693e-01]
 [-2.02422464e+01 -5.19045036e+01 -2.96922145e-01]
 [-2.00340735e+01 -5.22408461e+01 -2.95692290e-01]
 [-2.00409099e+01 -5.24496165e+01 -2.95340902e-01]
 [-2.02635880e+01 -5.25322231e+01 -2.95867983e-01]
 [-2.01828925e+01 -5.27913230e+01 -2.95165209e-01]
 [-2.01448077e+01 -5.30248685e+01 -2.94638128e-01]
 [-2.02363819e+01 -5.31832937e+01 -2.94638128e-01]
 [-2.02406081e+01 -5.33915585e+01 -2.94286741e-01]
 [-2.02442703e+01 -5.35996426e+01 -2.93935354e-01]
 [-2.03345869e+01 -5.37582829e+01 -2.93935354e-01]
 [-2.03372311e+01 -5.39661910e+01 -2.93583967e-01]
 [-2.02955973e+01 -5.41983551e+01 -2.93056886e-01]
 [-2.02970650e+01 -5.44057970e+01 -2.92705499e-01]
 [-2.02541501e+01 -5.46373012e+01 -2.92178418e-01]
 [-2.03421967e+01 -5.47959605e+01 -2.92178418e-01]
 [-2.04738292e+01 -5.49307603e+01 -2.92354112e-01]
 [-2.02093866e+01 -5.52816072e+01 -2.90948563e-01]
 [-2.02960239e+01 -5.54401675e+01 -2.90948563e-01]
 [-2.02500583e+01 -5.56702326e+01 -2.90421482e-01]
 [-2.02475711e+01 -5.58762329e+01 -2.90070095e-01]
 [-2.02887186e+01 -5.60584550e+01 -2.89894402e-01]
 [-2.03736564e+01 -5.62171862e+01 -2.89894402e-01]
 [-2.02810802e+01 -5.64696521e+01 -2.89191627e-01]
 [-2.02764332e+01 -5.66749480e+01 -2.88840240e-01]
 [-2.03156334e+01 -5.68568542e+01 -2.88664546e-01]
 [-2.02210479e+01 -5.71080340e+01 -2.87961772e-01]
 [-2.01257115e+01 -5.73586203e+01 -2.87258998e-01]
 [-2.03414398e+01 -5.74482806e+01 -2.87786079e-01]
 [-2.01557685e+01 -5.77439675e+01 -2.86731917e-01]
 [-2.02370194e+01 -5.79024054e+01 -2.86731917e-01]
 [-2.02732294e+01 -5.80836327e+01 -2.86556224e-01]
 [-2.02642500e+01 -5.82873570e+01 -2.86204836e-01]
 [-2.04786899e+01 -5.83787743e+01 -2.86731917e-01]
 [-2.01998187e+01 -5.87164805e+01 -2.85326369e-01]
 [-2.04136173e+01 -5.88083507e+01 -2.85853449e-01]
 [-2.01779676e+01 -5.91222260e+01 -2.84623594e-01]
 [-2.03911647e+01 -5.92146257e+01 -2.85150675e-01]
 [-2.04241628e+01 -5.93955020e+01 -2.84974981e-01]
 [-2.04116341e+01 -5.95981834e+01 -2.84623594e-01]
 [-2.03083055e+01 -5.98441080e+01 -2.83920820e-01]
 [-2.04753181e+01 -5.99596020e+01 -2.84272207e-01]
 [-2.03708201e+01 -6.02048780e+01 -2.83569433e-01]
 [-2.02655977e+01 -6.04495322e+01 -2.82866658e-01]
 [-2.02049723e+01 -6.06722226e+01 -2.82339578e-01]
 [-2.04159187e+01 -6.07670451e+01 -2.82866658e-01]
 [-2.03089075e+01 -6.10106122e+01 -2.82163884e-01]
 [-2.05193868e+01 -6.11062443e+01 -2.82690965e-01]
 [-2.03202568e+01 -6.13911340e+01 -2.81636803e-01]
 [-2.03024292e+01 -6.15916126e+01 -2.81285416e-01]
 [-2.03296675e+01 -6.17711069e+01 -2.81109723e-01]
 [-2.02651866e+01 -6.19918555e+01 -2.80582642e-01]
 [-2.02914591e+01 -6.21710693e+01 -2.80406948e-01]
 [-2.04087557e+01 -6.23093434e+01 -2.80582642e-01]
 [-2.03426975e+01 -6.25293764e+01 -2.80055561e-01]
 [-2.05051188e+01 -6.26477109e+01 -2.80406948e-01]
 [-2.04839142e+01 -6.28471964e+01 -2.80055561e-01]
 [-2.03244622e+01 -6.31065848e+01 -2.79177093e-01]
 [-2.03939817e+01 -6.32653769e+01 -2.79177093e-01]
 [-2.04171587e+01 -6.34441697e+01 -2.79001400e-01]
 [-2.03478246e+01 -6.36624117e+01 -2.78474319e-01]
 [-2.03700468e+01 -6.38409028e+01 -2.78298625e-01]
 [-2.05763327e+01 -6.39411450e+01 -2.78825706e-01]
 [-2.04131913e+01 -6.41977268e+01 -2.77947238e-01]
 [-2.03879086e+01 -6.43954146e+01 -2.77595851e-01]
 [-2.02696023e+01 -6.46313323e+01 -2.76893077e-01]
 [-2.03357865e+01 -6.47900015e+01 -2.76893077e-01]
 [-2.04479588e+01 -6.49297680e+01 -2.77068770e-01]
 [-2.04207359e+01 -6.51267152e+01 -2.76717383e-01]
 [-2.03929996e+01 -6.53234008e+01 -2.76365996e-01]
 [-2.05505883e+01 -6.54448501e+01 -2.76717383e-01]
 [-2.05684920e+01 -6.56227708e+01 -2.76541690e-01]
 [-2.03998021e+01 -6.58747930e+01 -2.75663222e-01]
 [-2.05564286e+01 -6.59968630e+01 -2.76014609e-01]
 [-2.04331420e+01 -6.62295149e+01 -2.75311835e-01]
 [-2.04491681e+01 -6.64067729e+01 -2.75136141e-01]
 [-2.05114681e+01 -6.65658285e+01 -2.75136141e-01]
 [-2.05734199e+01 -6.67250193e+01 -2.75136141e-01]
 [-2.04946825e+01 -6.69381401e+01 -2.74609060e-01]
 [-2.05090005e+01 -6.71151235e+01 -2.74433367e-01]
 [-2.04760342e+01 -6.73097638e+01 -2.74081980e-01]
 [-2.03956678e+01 -6.75217541e+01 -2.73554899e-01]
 [-2.04085934e+01 -6.76982147e+01 -2.73379205e-01]
 [-2.04680716e+01 -6.78571876e+01 -2.73379205e-01]
 [-2.04801870e+01 -6.80336006e+01 -2.73203512e-01]
 [-2.04918786e+01 -6.82099371e+01 -2.73027818e-01]
 [-2.05031470e+01 -6.83861963e+01 -2.72852125e-01]
 [-2.06082410e+01 -6.85283522e+01 -2.73027818e-01]
 [-2.05715767e+01 -6.87215685e+01 -2.72676431e-01]
 [-2.05344161e+01 -6.89144993e+01 -2.72325044e-01]
 [-2.03550554e+01 -6.91572567e+01 -2.71446576e-01]
 [-2.03167961e+01 -6.93493043e+01 -2.71095189e-01]
 [-2.04672745e+01 -6.94750674e+01 -2.71446576e-01]
 [-2.03808348e+01 -6.96833511e+01 -2.70919495e-01]
 [-2.03885879e+01 -6.98585430e+01 -2.70743802e-01]
 [-2.03485074e+01 -7.00498377e+01 -2.70392414e-01]
 [-2.04028382e+01 -7.02086657e+01 -2.70392414e-01]
 [-2.04568214e+01 -7.03676114e+01 -2.70392414e-01]
 [-2.04154167e+01 -7.05584338e+01 -2.70041027e-01]
 [-2.04210801e+01 -7.07331824e+01 -2.69865334e-01]
 [-2.03787377e+01 -7.09235123e+01 -2.69513947e-01]
 [-2.04311573e+01 -7.10824039e+01 -2.69513947e-01]
 [-2.03879147e+01 -7.12723404e+01 -2.69162559e-01]
 [-2.03918830e+01 -7.14466217e+01 -2.68986866e-01]
 [-2.05386070e+01 -7.15750245e+01 -2.69338253e-01]
 [-2.04463279e+01 -7.17797250e+01 -2.68811172e-01]
 [-2.05446650e+01 -7.19237114e+01 -2.68986866e-01]
 [-2.05470726e+01 -7.20979079e+01 -2.68811172e-01]
 [-2.05012105e+01 -7.22868473e+01 -2.68459785e-01]
 [-2.05985358e+01 -7.24312641e+01 -2.68635479e-01]
 [-2.05997359e+01 -7.26052641e+01 -2.68459785e-01]
 [-2.04566661e+01 -7.28227504e+01 -2.67757011e-01]
 [-2.04089651e+01 -7.30106659e+01 -2.67405624e-01]
 [-2.03607877e+01 -7.31982596e+01 -2.67054237e-01]
 [-2.03601843e+01 -7.33713229e+01 -2.66878543e-01]
 [-2.02460401e+01  9.32875778e+01  7.35903702e+00]
 [-2.00044280e+01  8.33369302e+01  7.01840833e+00]
 [-1.99488958e+01  7.46491410e+01  6.72513977e+00]
 [-1.98374120e+01  6.65213654e+01  6.45190820e+00]
 [-1.97620342e+01  5.90844265e+01  6.20417824e+00]
 [-1.98240140e+01  5.24636614e+01  5.98741453e+00]
 [-1.97684040e+01  4.60671392e+01  5.77793699e+00]
 [-1.95825783e+01  3.98511920e+01  5.57392408e+00]
 [-1.95918790e+01  3.43844224e+01  5.39905587e+00]
 [-1.94828058e+01  2.90460888e+01  5.22783075e+00]
