Scaled Voxel Centers:
 [ 2.18996106e+00  2.07218948e+00  1.11311839e-01]
 [ 2.69835623e+00  1.21819619e+00  3.56645057e-01]
 [ 2.70092039e+00  1.27655810e+00  3.59874237e-01]
 [ 2.70582230e+00  1.33713648e+00  3.63581815e-01]
 [ 2.70854174e+00  1.39781543e+00  3.67169793e-01]
 [ 2.71258190e+00  1.46040437e+00  3.71116570e-01]
 [ 2.71611959e+00  1.52404106e+00  3.75182945e-01]
 [ 2.71739604e+00  1.58774034e+00  3.79129722e-01]
 [ 2.71981288e+00  1.65349063e+00  3.83435296e-01]
 [ 2.71739637e+00  1.71768120e+00  3.87262473e-01]
 [ 2.71189984e+00  1.78119600e+00  3.90850451e-01]
 [ 2.71566904e+00  1.85230992e+00  3.95993220e-01]
 [ 2.72425392e+00  1.92867985e+00  4.02092784e-01]
 [ 2.73578867e+00  2.00943126e+00  4.08909943e-01]
 [ 2.69003524e+00  2.04905056e+00  4.07355152e-01]
 [ 2.58997253e+00  2.04523199e+00  3.97548011e-01]
 [ 2.50471155e+00  2.04987878e+00  3.89893657e-01]
 [ 2.43447969e+00  2.06438475e+00  3.84511689e-01]
 [ 2.35034254e+00  2.06462332e+00  3.76857335e-01]
 [ 2.27356238e+00  2.06858002e+00  3.70279375e-01]
 [ 2.20893378e+00  2.08139046e+00  3.65615003e-01]
 [ 2.21277563e+00  2.15914666e+00  3.72432162e-01]
 [ 2.21316718e+00  2.23624760e+00  3.79010122e-01]
 [ 2.21907555e+00  2.32190315e+00  3.86903675e-01]
 [ 2.23275426e+00  2.41937591e+00  3.96591217e-01]
 [ 2.19943711e+00  2.46835186e+00  3.98265607e-01]
 [ 2.05631554e+00  2.39045151e+00  3.79847317e-01]
 [ 1.98637749e+00  2.39236590e+00  3.74584949e-01]
 [ 1.92073225e+00  2.39722630e+00  3.70040176e-01]
 [ 1.86099433e+00  2.40760259e+00  3.66571797e-01]
 [ 1.79317729e+00  2.40548712e+00  3.61429028e-01]
 [ 6.58639206e-02 -2.81149700e-01 -7.77884234e-01]
 [ 3.82552007e-02 -2.99353769e-01 -7.77504408e-01]
 [ 1.14898856e-02 -3.18801301e-01 -7.76744756e-01]
 [-1.38627151e-02 -3.40223534e-01 -7.75225450e-01]
 [-4.19915758e-02 -3.57518065e-01 -7.75985103e-01]
 [-6.76500236e-02 -3.78301960e-01 -7.75225450e-01]
 [-9.40371233e-02 -3.98039427e-01 -7.75225450e-01]
 [-1.19502452e-01 -4.18960408e-01 -7.74845624e-01]
 [-1.44586110e-01 -4.40312447e-01 -7.74465798e-01]
 [-1.69879259e-01 -4.61383191e-01 -7.74465798e-01]
 [-5.25553111e-02 -6.44827479e-01 -6.85966273e-01]
 [ 3.21598839e-02 -7.81266049e-01 -6.21015978e-01]
 [-9.41298221e-03 -7.75635697e-01 -6.34309898e-01]
 [-4.95475584e-02 -7.73109134e-01 -6.46464339e-01]
 [-9.99490090e-02 -7.61886519e-01 -6.64316175e-01]
 [-3.97835033e-01 -5.16243481e-01 -8.22323910e-01]
 [-3.96611874e-01 -5.64935526e-01 -8.08270337e-01]
 [-3.95519025e-01 -6.11925373e-01 -7.94976417e-01]
 [-3.89727696e-01 -6.61480293e-01 -7.79783366e-01]
 [-3.84790558e-01 -7.08660444e-01 -7.65729793e-01]
 [-3.87316133e-01 -7.48343251e-01 -7.56234136e-01]
 [-3.86703459e-01 -7.89444147e-01 -7.45599000e-01]
 [-3.85100164e-01 -8.30167939e-01 -7.34963864e-01]
 [-3.89280145e-01 -8.65634142e-01 -7.27747165e-01]
 [-3.91903181e-01 -9.01443905e-01 -7.20150639e-01]
 [-3.89101838e-01 -9.40106723e-01 -7.10275155e-01]
 [-3.85396345e-01 -9.78363612e-01 -7.00399672e-01]
 [-3.94966369e-01 -1.00744426e+00 -6.97361062e-01]
 [-3.88848210e-01 -1.04555134e+00 -6.87105752e-01]
 [-3.89078172e-01 -1.07904369e+00 -6.80268879e-01]
 [ 3.72459320e-01 -9.16247155e-02 -6.02699309e-01]
 [ 3.33992657e-01 -8.59663200e-02 -6.08657780e-01]
 [ 2.99515125e-01 -9.16852752e-02 -6.11041168e-01]
 [ 2.67307515e-01 -1.03308141e-01 -6.11637015e-01]
 [ 2.39241813e-01 -1.24188585e-01 -6.09253627e-01]
 [ 1.96026472e-01 -1.12769268e-01 -6.18191333e-01]
 [ 1.59420279e-01 -1.16843328e-01 -6.22064339e-01]
 [ 9.26774445e-03  9.58779856e-02 -7.02503693e-01]
 [ 7.43024070e-03  1.70317779e-02 -6.81053199e-01]
 [ 4.72334019e-03 -5.54386778e-02 -6.61688169e-01]
 [-3.07049227e-02 -6.82070441e-02 -6.63773634e-01]
 [-7.39940629e-02 -6.86345853e-02 -6.70625875e-01]
 [-1.18107536e-01 -6.92161724e-02 -6.77776040e-01]
 [-1.65703858e-01 -6.60116247e-02 -6.86713746e-01]
 [-2.10515566e-01 -6.86359234e-02 -6.93863911e-01]
 [-2.62815411e-01 -6.21735937e-02 -7.04887082e-01]
 [-3.14581747e-01 -5.85215295e-02 -7.15314405e-01]
 [-3.72104242e-01 -4.93124527e-02 -7.28423041e-01]
 [-4.18460862e-01 -5.64936246e-02 -7.35573206e-01]
 [-3.96325479e-01 -1.47921421e-01 -7.09058011e-01]
 [-3.91937732e-01 -2.14055334e-01 -6.92374293e-01]
 [-3.90756911e-01 -2.73773933e-01 -6.78073963e-01]
 [-3.91812383e-01 -3.28707101e-01 -6.65561175e-01]
 [-3.89424926e-01 -3.85248786e-01 -6.52154616e-01]
 [-3.92207579e-01 -4.34415004e-01 -6.41727292e-01]
 [-3.88950363e-01 -4.87889890e-01 -6.29214504e-01]
 [-3.89817816e-01 -5.35543225e-01 -6.19085104e-01]
 [-3.89467431e-01 -5.82789893e-01 -6.08955704e-01]
 [-3.84336811e-01 -6.32762139e-01 -5.97336686e-01]
 [-3.90256094e-01 -6.71615868e-01 -5.90782368e-01]
 [ 1.28353930e-01  1.06665484e+00 -6.84316137e-01]
 [ 1.05000000e+00 -1.90000000e+00  0.00000000e+00]
 [ 2.26052663e-01  4.58315685e-01 -5.50292574e-01]
 [ 1.05000000e+00 -1.90000000e+00  0.00000000e+00]
 [ 3.35102411e-01 -6.24386961e-02 -4.34339604e-01]
 [ 2.93893512e-01 -5.25998612e-02 -4.39717756e-01]
 [ 2.59838947e-01 -6.15909867e-02 -4.40793387e-01]
 [ 2.19047534e-01 -5.60733642e-02 -4.45526161e-01]
 [ 1.82409340e-01 -6.11409214e-02 -4.47892548e-01]
 [ 1.40943582e-01 -5.72947208e-02 -4.52625323e-01]
 [ 1.00871367e-01 -5.78141281e-02 -4.56497593e-01]
 [ 6.28546438e-02 -6.34766938e-02 -4.59294232e-01]
 [ 2.37936233e-02 -6.82045194e-02 -4.62521123e-01]
 [-1.73692952e-02 -7.03660811e-02 -4.66608519e-01]
 [-6.38338889e-02 -6.50630486e-02 -4.72847176e-01]
 [-1.06113175e-01 -6.82646227e-02 -4.77149698e-01]
 [-1.50223436e-01 -6.99380860e-02 -4.82097599e-01]
 [-2.03969477e-01 -5.88773896e-02 -4.90702643e-01]
 [-2.46621772e-01 -6.58912797e-02 -4.94790039e-01]
 [-3.01537027e-01 -5.73006064e-02 -5.03395083e-01]
 [-3.53001524e-01 -5.55186774e-02 -5.10494245e-01]
 [-4.14609340e-01 -4.27101548e-02 -5.21035424e-01]
 [-4.06012259e-01 -1.18461211e-01 -5.06837101e-01]
 [-4.03434127e-01 -1.83642815e-01 -4.95435417e-01]
 [-4.05474699e-01 -2.40838299e-01 -4.86184995e-01]
 [-4.00059374e-01 -3.04077604e-01 -4.74998437e-01]
 [-4.02259961e-01 -3.56654060e-01 -4.66823646e-01]
 [-4.03074824e-01 -4.08812961e-01 -4.58648854e-01]
 [-4.07374869e-01 -4.55709994e-01 -4.51979944e-01]
 [-4.06253942e-01 -5.06347802e-01 -4.44020278e-01]
 [-3.81936551e-01 -5.28182917e-01 -2.60145349e-01]
 [-3.85280757e-01 -5.72235263e-01 -2.56503314e-01]
 [-3.88269106e-01 -6.15320136e-01 -2.52991352e-01]
 [-3.96954906e-01 -6.52272043e-01 -2.50650044e-01]
 [-3.96410356e-01 -6.96109487e-01 -2.46877936e-01]
 [-3.99421233e-01 -7.35816777e-01 -2.43886265e-01]
 [-3.98357238e-01 -7.77687430e-01 -2.40374303e-01]
 [-4.00250822e-01 -8.16193620e-01 -2.37512704e-01]
 [-4.02051259e-01 -8.53840385e-01 -2.34781178e-01]
 [-3.96468983e-01 -8.95739929e-01 -2.31009070e-01]
 [-4.06357673e-01 -9.26097730e-01 -2.29838416e-01]
 [-4.08126318e-01 -9.61323428e-01 -2.27497108e-01]
 [-4.09113609e-01 -9.96311258e-01 -2.25155800e-01]
 [-4.07624662e-01 -1.03205939e+00 -2.22554346e-01]
 [-4.05337583e-01 -1.06747718e+00 -2.19952893e-01]
 [-4.12692684e-01 -1.09682100e+00 -2.18912311e-01]
 [-4.11573318e-01 -1.13032469e+00 -2.16701076e-01]
 [-4.09734604e-01 -1.16354227e+00 -2.14489840e-01]
 [-4.08971914e-01 -1.19559654e+00 -2.12538750e-01]
 [-4.06638914e-01 -1.22781351e+00 -2.10457587e-01]
 [-4.11796654e-01 -1.25613544e+00 -2.09547079e-01]
 [-4.13668797e-01 -1.28558311e+00 -2.08246352e-01]
 [-4.14040357e-01 -1.31526659e+00 -2.06815553e-01]
 [-4.14751812e-01 -1.34442302e+00 -2.05514826e-01]
 [-4.13028182e-01 -1.37409571e+00 -2.03953954e-01]
 [-4.14473541e-01 -1.40226170e+00 -2.02913372e-01]
 [-4.15383711e-01 -1.43031717e+00 -2.01872791e-01]
 [-4.16712332e-01 -1.45796596e+00 -2.00962282e-01]
 [-4.14661740e-01 -1.48632591e+00 -1.99661555e-01]
 [-4.13029666e-01 -1.51422603e+00 -1.98490901e-01]
 [-2.70336272e-01  2.25131976e+00 -2.03905307e-01]
 [-3.51207492e-01  2.25319970e+00 -2.05167734e-01]
 [-4.28178653e-01  2.24128350e+00 -2.05822325e-01]
 [-4.21696124e-01  2.00640142e+00 -1.95395615e-01]
 [-4.18910447e-01  1.80185349e+00 -1.86418358e-01]
 [-4.15992755e-01  1.61431945e+00 -1.78235962e-01]
 [-4.16611558e-01  1.45002543e+00 -1.71175723e-01]
 [-4.13626747e-01  1.29045411e+00 -1.64302510e-01]
 [-4.13751131e-01  1.14915794e+00 -1.58317672e-01]
 [-4.11198160e-01  1.01243569e+00 -1.52519860e-01]
 [-4.79416055e-01  1.02011628e+00 -1.54296609e-01]
 [-6.78258908e-03  3.47896609e-02 -1.03191702e-01]
 [-3.63997114e-01  5.84703022e-01 -1.33817241e-01]
 [-4.09691530e-01  5.63943985e-01 -1.34051024e-01]
 [-4.05305756e-01  4.61557742e-01 -1.29842934e-01]
 [-3.99421808e-01  3.62621719e-01 -1.25775115e-01]
 [-4.04377495e-01  2.85422508e-01 -1.22876209e-01]
 [-4.03115475e-01  2.03002685e-01 -1.19650007e-01]
 [-4.03506392e-01  1.26992193e-01 -1.16751101e-01]
 [-4.02890044e-01  5.32270466e-02 -1.13945708e-01]
 [-3.98932548e-01 -2.14665083e-02 -1.11046802e-01]
 [-3.97188488e-01 -8.99506603e-02 -1.08475192e-01]
 [-3.99241491e-01 -1.50865864e-01 -1.06324391e-01]
 [-3.97666211e-01 -2.13564525e-01 -1.04033320e-01]
 [-3.96344905e-01 -2.73424650e-01 -1.01882519e-01]
 [-3.99474601e-01 -3.26101384e-01 -1.00152526e-01]
 [-3.97077439e-01 -3.82720845e-01 -9.81419947e-02]
 [-3.98769925e-01 -4.33082010e-01 -9.65055155e-02]
 [-4.01295417e-01 -4.80937336e-01 -9.50093060e-02]
 [-3.96788487e-01 -5.33913549e-01 -9.31390440e-02]
 [-3.79582357e-01 -3.98810335e-01 -7.27145598e-03]
 [-3.82854021e-01 -4.01932752e-01 -7.27145598e-03]
 [-3.84040546e-01 -4.07225740e-01 -7.26093289e-03]
 [-3.82433515e-01 -4.15395386e-01 -7.23637901e-03]
 [-3.85668990e-01 -4.18523984e-01 -7.23637901e-03]
 [-3.82620328e-01 -4.28109010e-01 -7.20480974e-03]
 [-3.86527106e-01 -4.30522911e-01 -7.20831743e-03]
 [-3.87627773e-01 -4.35801046e-01 -7.19779434e-03]
 [-3.83095117e-01 -4.46773201e-01 -7.15920968e-03]
 [-3.88373251e-01 -4.47771717e-01 -7.16973277e-03]
 [-3.83075036e-01 -4.59420555e-01 -7.12764040e-03]
 [-3.82680470e-01 -4.66087479e-01 -7.11010192e-03]
 [-3.82263652e-01 -4.72745809e-01 -7.09256343e-03]
 [-3.81824702e-01 -4.79395563e-01 -7.07502495e-03]
 [-3.83497726e-01 -4.83928211e-01 -7.06800955e-03]
 [-3.88009574e-01 -4.85656544e-01 -7.07502495e-03]
 [-3.86090440e-01 -4.93694721e-01 -7.05047107e-03]
 [-3.86291178e-01 -4.99623572e-01 -7.03644028e-03]
 [-3.83602737e-01 -5.08332628e-01 -7.00837870e-03]
 [-3.90949673e-01 -5.07293776e-01 -7.02942488e-03]
 [-3.90381882e-01 -5.13907699e-01 -7.01188640e-03]
 [-3.86181797e-01 -5.23971595e-01 -6.97680943e-03]
 [-3.88456900e-01 -5.27798440e-01 -6.97330173e-03]
 [-3.88546840e-01 -5.33694560e-01 -6.95927094e-03]
 [-3.87891340e-01 -5.40271606e-01 -6.94173246e-03]
 [-3.85757863e-01 -5.48210256e-01 -6.91717858e-03]
 [-3.87244443e-01 -5.52713594e-01 -6.91016318e-03]
 [-3.90180407e-01 -5.55852447e-01 -6.91016318e-03]
 [-3.89446722e-01 -5.62401171e-01 -6.89262470e-03]
 [-3.92361465e-01 -5.65544720e-01 -6.89262470e-03]
 [-3.92327319e-01 -5.71404656e-01 -6.87859391e-03]
 [-3.90063537e-01 -5.79285788e-01 -6.85404003e-03]
 [-3.93679977e-01 -5.81756434e-01 -6.85754773e-03]
 [-3.95072635e-01 -5.86254534e-01 -6.85053233e-03]
 [-3.91262812e-01 -5.95449883e-01 -6.81896306e-03]
 [-3.87419777e-01 -6.04622327e-01 -6.78739379e-03]
 [-3.93219659e-01 -6.05090059e-01 -6.80142458e-03]
 [-3.84109074e-01 -6.18900993e-01 -6.74530142e-03]
 [-3.89889440e-01 -6.19374484e-01 -6.75933221e-03]
 [-3.93428553e-01 -6.21855925e-01 -6.76283991e-03]
 [-3.88712470e-01 -6.31621048e-01 -6.72776294e-03]
 [-3.86215340e-01 -6.39380484e-01 -6.70320906e-03]
 [-3.95739127e-01 -6.36594673e-01 -6.73477833e-03]
 [-3.87930070e-01 -6.48941083e-01 -6.68567057e-03]
 [-3.88388459e-01 -6.54045312e-01 -6.67514748e-03]
 [-3.85802312e-01 -6.61757903e-01 -6.65059360e-03]
 [-3.90776484e-01 -6.62939067e-01 -6.66111669e-03]
 [-3.91951642e-01 -6.67384819e-01 -6.65410130e-03]
 [-3.86260426e-01 -6.77662803e-01 -6.61551663e-03]
 [-3.85871917e-01 -6.83384917e-01 -6.60148584e-03]
 [-3.93108876e-01 -6.82651687e-01 -6.62253203e-03]
 [-3.84274887e-01 -6.95449717e-01 -6.56991657e-03]
 [-3.87666543e-01 -6.97940225e-01 -6.57342427e-03]
 [-3.94128403e-01 -6.97880741e-01 -6.59096275e-03]
 [-3.91357874e-01 -7.05500791e-01 -6.56640887e-03]
 [-3.87789649e-01 -7.13739415e-01 -6.53834730e-03]
 [-3.94237965e-01 -7.13705467e-01 -6.55588578e-03]
 [-3.92177910e-01 -7.20657313e-01 -6.53483960e-03]
 [-3.89318922e-01 -7.28225850e-01 -6.51028572e-03]
 [-3.91871895e-01 -7.31368725e-01 -6.51028572e-03]
 [-3.92861520e-01 -7.35773071e-01 -6.50327033e-03]
 [-3.93059256e-01 -7.40802507e-01 -6.49274724e-03]
 [-3.94803807e-01 -7.44578065e-01 -6.48923954e-03]
 [-3.95756421e-01 -7.48978561e-01 -6.48222414e-03]
 [-3.95129332e-01 -7.54619987e-01 -6.46819336e-03]
 [-3.91344341e-01 -7.62730896e-01 -6.44013178e-03]
 [-3.87530935e-01 -7.70819901e-01 -6.41207020e-03]
 [-3.98656141e-01 -7.67182815e-01 -6.45065487e-03]
 [-3.98756851e-01 -7.72188796e-01 -6.44013178e-03]
 [-3.95680939e-01 -7.79640030e-01 -6.41557790e-03]
 [-3.91787681e-01 -7.87683282e-01 -6.38751632e-03]
 [-3.93417912e-01 -7.91440586e-01 -6.38400863e-03]
 [-3.90272067e-01 -7.98843821e-01 -6.35945475e-03]
 [-3.91875237e-01 -8.02594240e-01 -6.35594705e-03]
 [-3.94265959e-01 -8.05742515e-01 -6.35594705e-03]
 [-3.86271036e-01 -8.16724093e-01 -6.31034699e-03]
 [-3.95028414e-01 -8.15056818e-01 -6.33840857e-03]
 [-3.90984005e-01 -8.23001264e-01 -6.31034699e-03]
 [-3.98143982e-01 -8.22566048e-01 -6.33139317e-03]
 [-3.96473136e-01 -8.28703775e-01 -6.31385469e-03]
 [-3.93172699e-01 -8.36015975e-01 -6.28930081e-03]
 [-3.99521430e-01 -8.36208738e-01 -6.30683929e-03]
 [-3.98608901e-01 -8.41733184e-01 -6.29280850e-03]
 [-3.98487940e-01 -8.46660444e-01 -6.28228541e-03]
 [-3.98352387e-01 -8.51582131e-01 -6.27176232e-03]
 [-3.95768374e-01 -8.58252076e-01 -6.25071614e-03]
 [-3.98850251e-01 -8.60825889e-01 -6.25422384e-03]
 [-4.04369358e-01 -8.61665045e-01 -6.26825462e-03]
 [-4.01740419e-01 -8.68316071e-01 -6.24720844e-03]
 [-3.98273016e-01 -8.75528160e-01 -6.22265456e-03]
 [-4.02139959e-01 -8.77538886e-01 -6.22966996e-03]
 [-4.06823854e-01 -8.78987602e-01 -6.24019305e-03]
 [-4.02486672e-01 -8.86745404e-01 -6.21213147e-03]
 [-4.05515177e-01 -8.89346283e-01 -6.21563917e-03]
 [-4.01958129e-01 -8.96503980e-01 -6.19108529e-03]
 [-4.00848497e-01 -9.01941143e-01 -6.17705450e-03]
 [-4.03847569e-01 -9.04543800e-01 -6.18056220e-03]
 [-4.02710473e-01 -9.09970578e-01 -6.16653141e-03]
 [-3.99073925e-01 -9.17071704e-01 -6.14197753e-03]
 [-4.07016424e-01 -9.16318592e-01 -6.16653141e-03]
 [-4.05009007e-01 -9.22288397e-01 -6.14899293e-03]
 [-4.04644890e-01 -9.27132813e-01 -6.13846983e-03]
 [-4.03434135e-01 -9.32525088e-01 -6.12443905e-03]
 [-3.95537645e-01 -9.42325774e-01 -6.08234668e-03]
 [-4.02632647e-01 -9.42178962e-01 -6.10339286e-03]
 [-4.07226954e-01 -9.43704426e-01 -6.11391595e-03]
 [-4.08472546e-01 -9.47432681e-01 -6.11040826e-03]
 [-4.04678222e-01 -9.54431794e-01 -6.08585438e-03]
 [-4.00860329e-01 -9.61409799e-01 -6.06130050e-03]
 [-4.05427009e-01 -9.62953387e-01 -6.07182359e-03]
 [-4.04099874e-01 -9.68288747e-01 -6.05779280e-03]
 [-4.03599613e-01 -9.73076274e-01 -6.04726971e-03]
 [-4.01396854e-01 -9.78928985e-01 -6.02973123e-03]
 [-3.99175386e-01 -9.84767486e-01 -6.01219274e-03]
 [-3.99475339e-01 -9.88995511e-01 -6.00517735e-03]
 [-4.02307196e-01 -9.91629643e-01 -6.00868504e-03]
 [-3.99191664e-01 -9.97970804e-01 -5.98763886e-03]
 [-4.02006246e-01 -1.00060800e+00 -5.99114656e-03]
 [-3.98006074e-01 -1.00745095e+00 -5.96659268e-03]
 [-4.03359496e-01 -1.00852066e+00 -5.98062347e-03]
 [-3.96765442e-01 -1.01690351e+00 -5.94554650e-03]
 [-4.03816810e-01 -1.01694729e+00 -5.96659268e-03]
 [-4.05739860e-01 -1.02012111e+00 -5.96659268e-03]
 [-4.01657397e-01 -1.02690694e+00 -5.94203880e-03]
 [-4.03558724e-01 -1.03007602e+00 -5.94203880e-03]
 [-4.08889857e-01 -1.03120261e+00 -5.95606959e-03]
 [-4.03899431e-01 -1.03846573e+00 -5.92800801e-03]
 [-3.99745696e-01 -1.04519501e+00 -5.90345413e-03]
 [-3.99882105e-01 -1.04937193e+00 -5.89643874e-03]
 [-4.04325266e-01 -1.05102466e+00 -5.90696183e-03]
 [-4.02715125e-01 -1.05620853e+00 -5.89293104e-03]
 [-4.01955208e-01 -1.06088113e+00 -5.88240795e-03]
 [-4.03782414e-01 -1.06405078e+00 -5.88240795e-03]
 [-4.03866740e-01 -1.06821759e+00 -5.87539256e-03]
 [-4.03939814e-01 -1.07238078e+00 -5.86837716e-03]
 [-4.05741927e-01 -1.07555473e+00 -5.86837716e-03]
 [-4.05794688e-01 -1.07971440e+00 -5.86136177e-03]
 [-4.04963956e-01 -1.08435936e+00 -5.85083868e-03]
 [-4.04993243e-01 -1.08850970e+00 -5.84382328e-03]
 [-4.04136949e-01 -1.09314146e+00 -5.83330019e-03]
 [-4.05893769e-01 -1.09631579e+00 -5.83330019e-03]
 [-4.08520270e-01 -1.09901276e+00 -5.83680789e-03]
 [-4.03243770e-01 -1.10603224e+00 -5.80874631e-03]
 [-4.04972469e-01 -1.10920459e+00 -5.80874631e-03]
 [-4.04055304e-01 -1.11380756e+00 -5.79822322e-03]
 [-4.04005675e-01 -1.11792906e+00 -5.79120783e-03]
 [-4.04826705e-01 -1.12157482e+00 -5.78770013e-03]
 [-4.06521492e-01 -1.12475059e+00 -5.78770013e-03]
 [-4.04674294e-01 -1.12980174e+00 -5.77366934e-03]
 [-4.04581569e-01 -1.13390914e+00 -5.76665395e-03]
 [-4.05363742e-01 -1.13754858e+00 -5.76314625e-03]
 [-4.03476451e-01 -1.14257400e+00 -5.74911546e-03]
 [-4.01574177e-01 -1.14758754e+00 -5.73508467e-03]
 [-4.05878666e-01 -1.14938139e+00 -5.74560776e-03]
 [-4.02173912e-01 -1.15529727e+00 -5.72456158e-03]
 [-4.03795135e-01 -1.15846717e+00 -5.72456158e-03]
 [-4.04517643e-01 -1.16209303e+00 -5.72105389e-03]
 [-4.04338475e-01 -1.16616899e+00 -5.71403849e-03]
 [-4.08617256e-01 -1.16799800e+00 -5.72456158e-03]
 [-4.03052859e-01 -1.17475457e+00 -5.69650001e-03]
 [-4.07318845e-01 -1.17659264e+00 -5.70702310e-03]
 [-4.02616857e-01 -1.18287241e+00 -5.68246922e-03]
 [-4.06870842e-01 -1.18472108e+00 -5.69299231e-03]
 [-4.07529261e-01 -1.18833991e+00 -5.68948461e-03]
 [-4.07279274e-01 -1.19239501e+00 -5.68246922e-03]
 [-4.05217527e-01 -1.19731528e+00 -5.66843843e-03]
 [-4.08549979e-01 -1.19962599e+00 -5.67545382e-03]
 [-4.06464899e-01 -1.20453329e+00 -5.66142304e-03]
 [-4.04365366e-01 -1.20942814e+00 -5.64739225e-03]
 [-4.03155690e-01 -1.21388356e+00 -5.63686916e-03]
 [-4.07364764e-01 -1.21578070e+00 -5.64739225e-03]
 [-4.05229539e-01 -1.22065380e+00 -5.63336146e-03]
 [-4.09429294e-01 -1.22256714e+00 -5.64388455e-03]
 [-4.05455995e-01 -1.22826699e+00 -5.62283837e-03]
 [-4.05100276e-01 -1.23227802e+00 -5.61582297e-03]
 [-4.05643770e-01 -1.23586920e+00 -5.61231528e-03]
 [-4.04357163e-01 -1.24028577e+00 -5.60179219e-03]
 [-4.04881386e-01 -1.24387135e+00 -5.59828449e-03]
 [-4.07221840e-01 -1.24663783e+00 -5.60179219e-03]
 [-4.05903760e-01 -1.25104008e+00 -5.59126909e-03]
 [-4.09144599e-01 -1.25340763e+00 -5.59828449e-03]
 [-4.08721498e-01 -1.25739878e+00 -5.59126909e-03]
 [-4.05539906e-01 -1.26258843e+00 -5.57373061e-03]
 [-4.06927049e-01 -1.26576542e+00 -5.57373061e-03]
 [-4.07389507e-01 -1.26934257e+00 -5.57022291e-03]
 [-4.06006063e-01 -1.27370899e+00 -5.55969982e-03]
 [-4.06449469e-01 -1.27728010e+00 -5.55619212e-03]
 [-4.10565552e-01 -1.27928567e+00 -5.56671522e-03]
 [-4.07310344e-01 -1.28441916e+00 -5.54917673e-03]
 [-4.06805872e-01 -1.28837435e+00 -5.54216134e-03]
 [-4.04445271e-01 -1.29309441e+00 -5.52813055e-03]
 [-4.05765864e-01 -1.29626894e+00 -5.52813055e-03]
 [-4.08004070e-01 -1.29906528e+00 -5.53163824e-03]
 [-4.07460884e-01 -1.30300565e+00 -5.52462285e-03]
 [-4.06907454e-01 -1.30694079e+00 -5.51760746e-03]
 [-4.10051867e-01 -1.30937065e+00 -5.52462285e-03]
 [-4.10409104e-01 -1.31293036e+00 -5.52111515e-03]
 [-4.07043185e-01 -1.31797262e+00 -5.50357667e-03]
 [-4.10168399e-01 -1.32041491e+00 -5.51059206e-03]
 [-4.07708427e-01 -1.32506963e+00 -5.49656127e-03]
 [-4.08028200e-01 -1.32861607e+00 -5.49305358e-03]
 [-4.09271289e-01 -1.33179834e+00 -5.49305358e-03]
 [-4.10507432e-01 -1.33498330e+00 -5.49305358e-03]
 [-4.08936362e-01 -1.33924726e+00 -5.48253049e-03]
 [-4.09222054e-01 -1.34278821e+00 -5.47902279e-03]
 [-4.08564266e-01 -1.34668243e+00 -5.47200740e-03]
 [-4.06960693e-01 -1.35092377e+00 -5.46148430e-03]
 [-4.07218601e-01 -1.35445426e+00 -5.45797661e-03]
 [-4.08405386e-01 -1.35763486e+00 -5.45797661e-03]
 [-4.08647128e-01 -1.36116440e+00 -5.45446891e-03]
 [-4.08880416e-01 -1.36469241e+00 -5.45096121e-03]
 [-4.09105257e-01 -1.36821887e+00 -5.44745352e-03]
 [-4.11202228e-01 -1.37106301e+00 -5.45096121e-03]
 [-4.10470655e-01 -1.37492874e+00 -5.44394582e-03]
 [-4.09729178e-01 -1.37878875e+00 -5.43693042e-03]
 [-4.06150343e-01 -1.38364565e+00 -5.41939194e-03]
 [-4.05386942e-01 -1.38748800e+00 -5.41237655e-03]
 [-4.08389482e-01 -1.39000417e+00 -5.41939194e-03]
 [-4.06664725e-01 -1.39417135e+00 -5.40886885e-03]
 [-4.06819425e-01 -1.39767646e+00 -5.40536115e-03]
 [-4.06019688e-01 -1.40150374e+00 -5.39834576e-03]
 [-4.07103766e-01 -1.40468144e+00 -5.39834576e-03]
 [-4.08180909e-01 -1.40786151e+00 -5.39834576e-03]
 [-4.07354749e-01 -1.41167934e+00 -5.39133036e-03]
 [-4.07467752e-01 -1.41517557e+00 -5.38782267e-03]
 [-4.06622882e-01 -1.41898355e+00 -5.38080727e-03]
 [-4.07668824e-01 -1.42216253e+00 -5.38080727e-03]
 [-4.06805993e-01 -1.42596264e+00 -5.37379188e-03]
 [-4.06885174e-01 -1.42944952e+00 -5.37028418e-03]
 [-4.09812800e-01 -1.43201851e+00 -5.37729957e-03]
 [-4.07971528e-01 -1.43611400e+00 -5.36677648e-03]
 [-4.09933676e-01 -1.43899477e+00 -5.37028418e-03]
 [-4.09981716e-01 -1.44247996e+00 -5.36677648e-03]
 [-4.09066616e-01 -1.44626012e+00 -5.35976109e-03]
 [-4.11008577e-01 -1.44914950e+00 -5.36326879e-03]
 [-4.11032523e-01 -1.45263076e+00 -5.35976109e-03]
 [-4.08177810e-01 -1.45698206e+00 -5.34573030e-03]
 [-4.07226018e-01 -1.46074173e+00 -5.33871491e-03]
 [-4.06264719e-01 -1.46449496e+00 -5.33169951e-03]
 [-4.06252680e-01 -1.46795748e+00 -5.32819182e-03]
 [-4.03975128e-01  1.86642672e+00  1.46922118e-01]
 [-3.99154171e-01  1.66734175e+00  1.40121515e-01]
 [-3.98046122e-01  1.49352309e+00  1.34266451e-01]
 [-3.95821653e-01  1.33090875e+00  1.28811421e-01]
